filename_stem,parse_ok,parse_error,set_id,role,tissue,stain,genotype,work_order,label_type,filename,tissue_token,tissue_class,contour_count,dominance,mean_contour_area,median_contour_area,max_contour_area,min_contour_area,total_tissue_area,tissue_fraction,image_height,image_width,otsu_threshold,measurement_exclusion,measured,eligible_for_threshold
set_32_slide_lungs_MT_WT2_WO7482,True,,32,slide,lungs,MT,WT2,WO7482,white,set_32_slide_lungs_MT_WT2_WO7482.jpeg,lungs,lung,8.0,0.7136562989804869,21732.1875,8427.5,124074.5,1053.0,173857.5,0.058086395263671875,2048.0,1536.0,119.0,,True,True
set_33_block_barcode_lungs_MT_WT3_WO7482,True,,33,block_barcode,lungs,MT,WT3,WO7482,white,set_33_block_barcode_lungs_MT_WT3_WO7482.jpeg,lungs,lung,,,,,,,,,,,,,False,False
set_33_block_silhouette_lungs_MT_WT3_WO7482,True,,33,block_silhouette,lungs,MT,WT3,WO7482,white,set_33_block_silhouette_lungs_MT_WT3_WO7482.jpeg,lungs,lung,2.0,0.8134924898301796,646889.5,646889.5,1052479.5,241299.5,1293779.0,0.10797690346714818,3024.0,3024.0,123.0,,True,False
set_33_slide_lungs_MT_WT3_WO7482,True,,33,slide,lungs,MT,WT3,WO7482,white,set_33_slide_lungs_MT_WT3_WO7482.jpeg,lungs,lung,5.0,0.8679282537307229,28868.4,4505.5,125278.5,2499.0,144342.0,0.04936695098876953,2048.0,1536.0,126.0,,True,True
set_34_block_barcode_lungs_MT_NAIVE_WO7482,True,,34,block_barcode,lungs,MT,NAIVE,WO7482,white,set_34_block_barcode_lungs_MT_NAIVE_WO7482.jpeg,lungs,lung,,,,,,,,,,,,,False,False
set_34_block_silhouette_lungs_MT_NAIVE_WO7482,True,,34,block_silhouette,lungs,MT,NAIVE,WO7482,white,set_34_block_silhouette_lungs_MT_NAIVE_WO7482.jpeg,lungs,lung,5.0,0.9035761779586337,213110.2,26190.5,962806.5,5280.5,1065551.0,0.3392340342203776,2048.0,1536.0,149.0,,True,False
set_34_slide_lungs_MT_NAIVE_WO7482,True,,34,slide,lungs,MT,NAIVE,WO7482,white,set_34_slide_lungs_MT_NAIVE_WO7482.jpeg,lungs,lung,9.0,0.8674124607625927,31043.222222222223,4176.5,242345.5,1046.0,279389.0,0.09268538157145183,1536.0,2048.0,114.0,,True,True
set_35_block_barcode_lungs_MT_TWKO1_WO7482,True,,35,block_barcode,lungs,MT,TWKO1,WO7482,white,set_35_block_barcode_lungs_MT_TWKO1_WO7482.jpeg,lungs,lung,,,,,,,,,,,,,False,False
set_35_block_silhouette_lungs_MT_TWKO1_WO7482,True,,35,block_silhouette,lungs,MT,TWKO1,WO7482,white,set_35_block_silhouette_lungs_MT_TWKO1_WO7482.jpeg,lungs,lung,3.0,0.43572863739315115,389783.5,435822.5,509519.5,224008.5,1169350.5,0.33186880747477215,2048.0,1536.0,150.0,,True,False
set_35_slide_lungs_MT_TWKO1_WO7482,True,,35,slide,lungs,MT,TWKO1,WO7482,white,set_35_slide_lungs_MT_TWKO1_WO7482.jpeg,lungs,lung,6.0,0.8221828554659854,38620.666666666664,7308.75,190519.5,2514.5,231724.0,0.07677300771077473,1536.0,2048.0,120.0,,True,True
set_36_block_barcode_lungs_MT_TWKO2_WO7482,True,,36,block_barcode,lungs,MT,TWKO2,WO7482,white,set_36_block_barcode_lungs_MT_TWKO2_WO7482.jpeg,lungs,lung,,,,,,,,,,,,,False,False
set_36_block_silhouette_lungs_MT_TWKO2_WO7482,True,,36,block_silhouette,lungs,MT,TWKO2,WO7482,white,set_36_block_silhouette_lungs_MT_TWKO2_WO7482.jpeg,lungs,lung,3.0,0.39851028535051974,358681.6666666667,390935.0,428815.0,256295.0,1076045.0,0.3003295262654622,2048.0,1536.0,150.0,,True,False
set_36_slide_lungs_MT_TWKO2_WO7482,True,,36,slide,lungs,MT,TWKO2,WO7482,white,set_36_slide_lungs_MT_TWKO2_WO7482.jpeg,lungs,lung,4.0,0.9036182205741004,41225.375,7366.75,149008.0,1160.0,164901.5,0.05506356557210287,1536.0,2048.0,159.0,,True,True
set_37_block_barcode_lungs_MT_TWKO3_WO7482,True,,37,block_barcode,lungs,MT,TWKO3,WO7482,white,set_37_block_barcode_lungs_MT_TWKO3_WO7482.jpeg,lungs,lung,,,,,,,,,,,,,False,False
set_37_block_silhouette_lungs_MT_TWKO3_WO7482,True,,37,block_silhouette,lungs,MT,TWKO3,WO7482,white,set_37_block_silhouette_lungs_MT_TWKO3_WO7482.jpeg,lungs,lung,3.0,0.42333431156701984,271464.3333333333,261455.5,344760.5,208177.0,814393.0,0.21443398793538412,2048.0,1536.0,145.0,,True,False
set_37_slide_lungs_MT_TWKO3_WO7482,True,,37,slide,lungs,MT,TWKO3,WO7482,white,set_37_slide_lungs_MT_TWKO3_WO7482.jpeg,lungs,lung,6.0,0.7354892169476003,19107.916666666668,7140.0,84322.0,1171.5,114647.5,0.04066912333170573,2048.0,1536.0,118.0,,True,True
set_38_block_barcode_lungs_MT_TWKO4_WO7482,True,,38,block_barcode,lungs,MT,TWKO4,WO7482,white,set_38_block_barcode_lungs_MT_TWKO4_WO7482.jpeg,lungs,lung,,,,,,,,,,,,,False,False
set_38_block_silhouette_lungs_MT_TWKO4_WO7482,True,,38,block_silhouette,lungs,MT,TWKO4,WO7482,white,set_38_block_silhouette_lungs_MT_TWKO4_WO7482.jpeg,lungs,lung,3.0,0.4855822824061056,299920.3333333333,309051.0,436908.0,153802.0,899761.0,0.2430445353190104,2048.0,1536.0,143.0,,True,False
set_38_slide_lungs_MT_TWKO4_WO7482,True,,38,slide,lungs,MT,TWKO4,WO7482,white,set_38_slide_lungs_MT_TWKO4_WO7482.jpeg,lungs,lung,5.0,0.8126654332195651,26105.7,8988.5,106076.0,2585.0,130528.5,0.04652531941731771,2048.0,1536.0,116.0,,True,True
set_39_block_barcode_lungs_MT_WT1_WO7482,True,,39,block_barcode,lungs,MT,WT1,WO7482,white,set_39_block_barcode_lungs_MT_WT1_WO7482.jpeg,lungs,lung,,,,,,,,,,,,,False,False
set_39_block_silhouette_lungs_MT_WT1_WO7482,True,,39,block_silhouette,lungs,MT,WT1,WO7482,white,set_39_block_silhouette_lungs_MT_WT1_WO7482.jpeg,lungs,lung,3.0,0.5014453082286564,318559.5,301233.5,479220.5,175224.5,955678.5,0.2508411407470703,2048.0,1536.0,149.0,,True,False
set_39_slide_lungs_MT_WT1_WO7482,True,,39,slide,lungs,MT,WT1,WO7482,white,set_39_slide_lungs_MT_WT1_WO7482.jpeg,lungs,lung,4.0,0.6552593182119645,2827.125,1355.25,7410.0,1188.0,11308.5,0.004416147867838542,2048.0,1536.0,161.0,,True,True
set_40_block_barcode_esophagus_MT_WT1_WO7482,True,,40,block_barcode,esophagus,MT,WT1,WO7482,white,set_40_block_barcode_esophagus_MT_WT1_WO7482.JPEG,esophagus,esophagus,,,,,,,,,,,,,False,False
set_40_block_silhouette_esophagus_MT_WT1_WO7482,True,,40,block_silhouette,esophagus,MT,WT1,WO7482,white,set_40_block_silhouette_esophagus_MT_WT1_WO7482.JPEG,esophagus,esophagus,2.0,0.9089568714195211,350817.25,350817.25,637755.5,63879.0,701634.5,0.21244112650553384,2048.0,1536.0,114.0,,True,False
set_40_slide_esophagus_MT_WT1_WO7482,True,,40,slide,esophagus,MT,WT1,WO7482,white,set_40_slide_esophagus_MT_WT1_WO7482.JPEG,esophagus,esophagus,1.0,1.0,107130.0,107130.0,107130.0,107130.0,107130.0,0.03434149424235026,2048.0,1536.0,136.0,,True,True
set_41_block_barcode_esophagus_MT_TWKO4_WO7842,True,,41,block_barcode,esophagus,MT,TWKO4,WO7842,white,set_41_block_barcode_esophagus_MT_TWKO4_WO7842.jpeg,esophagus,esophagus,,,,,,,,,,,,,False,False
set_41_block_silhouette_esophagus_MT_TWKO4_WO7842,True,,41,block_silhouette,esophagus,MT,TWKO4,WO7842,white,set_41_block_silhouette_esophagus_MT_TWKO4_WO7842.jpeg,esophagus,esophagus,3.0,0.4077919932907269,623614.5,762470.5,762915.0,345458.0,1870843.5,0.1457993241020688,3024.0,3024.0,143.0,,True,False
set_41_slide_esophagus_MT_TWKO4_WO7482,True,,41,slide,esophagus,MT,TWKO4,WO7482,white,set_41_slide_esophagus_MT_TWKO4_WO7482.JPEG,esophagus,esophagus,3.0,0.9765628975300978,32754.333333333332,1164.5,95960.0,1138.5,98263.0,0.03388214111328125,2048.0,1536.0,120.0,,True,True
set_42_block_barcode_esophagus_MT_N1_WO7482,True,,42,block_barcode,esophagus,MT,N1,WO7482,white,set_42_block_barcode_esophagus_MT_N1_WO7482.JPEG,esophagus,esophagus,,,,,,,,,,,,,False,False
set_42_block_silhouette_esophagus_MT_N1_WO7482,True,,42,block_silhouette,esophagus,MT,N1,WO7482,white,set_42_block_silhouette_esophagus_MT_N1_WO7482.JPEG,esophagus,esophagus,2.0,0.6367141023461906,341234.0,341234.0,434537.0,247931.0,682468.0,0.21251805623372397,2048.0,1536.0,127.0,,True,False
set_42_slide_esophagus_MT_N1_WO7482,True,,42,slide,esophagus,MT,N1,WO7482,white,set_42_slide_esophagus_MT_N1_WO7482.JPEG,esophagus,esophagus,2.0,0.5441443742570561,101791.0,101791.0,110778.0,92804.0,203582.0,0.06725279490152995,2048.0,1536.0,129.0,,True,True
set_43_block_barcode_esophagus_MT_WT2_WO7482,True,,43,block_barcode,esophagus,MT,WT2,WO7482,white,set_43_block_barcode_esophagus_MT_WT2_WO7482.JPEG,esophagus,esophagus,,,,,,,,,,,,,False,False
set_43_block_silhouette_esophagus_MT_WT2_WO7482,True,,43,block_silhouette,esophagus,MT,WT2,WO7482,white,set_43_block_silhouette_esophagus_MT_WT2_WO7482.JPEG,esophagus,esophagus,2.0,0.5932454208275374,385686.5,385686.5,457613.5,313759.5,771373.0,0.14881324768066406,2048.0,1536.0,146.0,,True,False
set_43_slide_esophagus_MT_WT2_WO7482,True,,43,slide,esophagus,MT,WT2,WO7482,white,set_43_slide_esophagus_MT_WT2_WO7482.JPEG,esophagus,esophagus,2.0,0.7626338614036641,19773.25,19773.25,30159.5,9387.0,39546.5,0.013645807902018229,2048.0,1536.0,159.0,,True,True
set_44_block_barcode_esophagus_MT_WT3_WO7482,True,,44,block_barcode,esophagus,MT,WT3,WO7482,white,set_44_block_barcode_esophagus_MT_WT3_WO7482.JPEG,esophagus,esophagus,,,,,,,,,,,,,False,False
set_44_block_silhouette_esophagus_MT_WT3_WO7482,True,,44,block_silhouette,esophagus,MT,WT3,WO7482,white,set_44_block_silhouette_esophagus_MT_WT3_WO7482.JPEG,esophagus,esophagus,2.0,0.7348195318730687,410017.0,410017.0,602577.0,217457.0,820034.0,0.1389306386311849,2048.0,1536.0,140.0,,True,False
set_44_slide_esophagus_MT_WT3_WO7482,True,,44,slide,esophagus,MT,WT3,WO7482,white,set_44_slide_esophagus_MT_WT3_WO7482.JPEG,esophagus,esophagus,1.0,1.0,105365.0,105365.0,105365.0,105365.0,105365.0,0.03537591298421224,2048.0,1536.0,139.0,,True,True
set_45_block_barcode_esophagus_MT_WT4_WO7482,True,,45,block_barcode,esophagus,MT,WT4,WO7482,white,set_45_block_barcode_esophagus_MT_WT4_WO7482.JPEG,esophagus,esophagus,,,,,,,,,,,,,False,False
set_45_block_silhouette_esophagus_MT_WT4_WO7482,True,,45,block_silhouette,esophagus,MT,WT4,WO7482,white,set_45_block_silhouette_esophagus_MT_WT4_WO7482.JPEG,esophagus,esophagus,5.0,0.4838070438585137,197008.5,43916.0,476570.5,1294.0,985042.5,0.3150523503621419,2048.0,1536.0,151.0,,True,False
set_45_slide_esophagus_MT_WT4_WO7482,True,,45,slide,esophagus,MT,WT4,WO7482,white,set_45_slide_esophagus_MT_WT4_WO7482.JPEG,esophagus,esophagus,2.0,0.9699559505260931,129967.5,129967.5,252125.5,7809.5,259935.0,0.08342043558756511,2048.0,1536.0,155.0,,True,True
set_46_block_barcode_lungs_MT_WT4_WO7482,True,,46,block_barcode,lungs,MT,WT4,WO7482,white,set_46_block_barcode_lungs_MT_WT4_WO7482.JPEG,lungs,lung,,,,,,,,,,,,,False,False
set_46_block_silhouette_lungs_MT_WT4_WO7482,True,,46,block_silhouette,lungs,MT,WT4,WO7482,white,set_46_block_silhouette_lungs_MT_WT4_WO7482.JPEG,lungs,lung,2.0,0.7733997993486992,383002.75,383002.75,592428.5,173577.0,766005.5,0.23891003926595053,2048.0,1536.0,122.0,,True,False
set_46_slide_lungs_MT_WT4_WO7482,True,,46,slide,lungs,MT,WT4,WO7482,white,set_46_slide_lungs_MT_WT4_WO7482.JPEG,lungs,lung,8.0,0.6831094425941321,11803.5625,2897.75,64505.0,1079.5,94428.5,0.03307819366455078,2048.0,1536.0,119.0,,True,True
set_47_block_barcode_lungs_MT_WT5_WO7482,True,,47,block_barcode,lungs,MT,WT5,WO7482,white,set_47_block_barcode_lungs_MT_WT5_WO7482.JPEG,lungs,lung,,,,,,,,,,,,,False,False
set_47_block_silhouette_lungs_MT_WT5_WO7482,True,,47,block_silhouette,lungs,MT,WT5,WO7482,white,set_47_block_silhouette_lungs_MT_WT5_WO7482.JPEG,lungs,lung,2.0,0.5489671635357847,454730.75,454730.75,499264.5,410197.0,909461.5,0.2306041717529297,2048.0,1536.0,140.0,,True,False
set_47_slide_lungs_MT_WT5_WO7482,True,,47,slide,lungs,MT,WT5,WO7482,white,set_47_slide_lungs_MT_WT5_WO7482.JPEG,lungs,lung,3.0,0.5366872813003097,82923.83333333333,113279.0,133512.5,1980.0,248771.5,0.08173243204752605,2048.0,1536.0,131.0,,True,True
